A - worst asymmetry,B - compactness,C - red variance,C - green variance,C - blue variance,Hair,Cancer
2254855.1,-3.612655179,0.880005572,1.375244487,1.474446137,0.060570096,1
2345861.649,-30.54876908,0.877694816,2.943950792,3.33877819,0.065608686,1
793262.3936,0.705680795,0.028083159,0.062212127,0.048227497,0.040493877,1
2499914.08,-9.10172007,0.396224578,0.884809635,0.87089185,0.031274396,1
1445214.969,9.182700139,0.016587435,0.015750469,0.021830985,0.028064475,0
2217844.443,-0.797321141,22.22534596,44.70844391,44.54657083,0.204391506,1
3488158.476,-3.122322043,29.81582799,76.60688039,82.744646,0.314621421,1
2130329.068,20.69168123,0.102192281,0.242958141,0.243704692,0.041907137,0
3869314.359,50.27050133,0.053977009,0.184626353,0.164418481,0.016962645,1
1798378.138,-11.01153903,0.087068004,0.350381042,0.45160714,0.038082369,1
2882098.165,-2.599921959,0.609476083,1.935783446,2.233828971,0.048930003,1
1221078873,-380.279493,152.8740337,228.350066,275.9142088,0.406182508,1
2586538.7,2.105369136,8.980918866,41.40225233,55.09572985,0.121688569,1
2621505.347,8.972738663,1.388872661,2.205837235,2.599401225,0.076738924,1
971448.1678,0.559224372,0.701443909,2.106977708,1.980437909,0.475775501,1
641476.859,28.78549141,1.570096927,1.79641297,1.976479222,0.038847208,1
1282468.997,-1.990272345,48.67095328,99.05259199,133.2151982,0.098739946,1
802500.1213,66.55412033,0.04916208,0.062146668,0.078084933,0.019898487,1
5587790.114,6.92841904,0.643528676,0.709725336,0.748454345,0.057105883,1
2344448.656,0.627957837,3.86908969,4.676261685,4.215435954,0.214769079,1
1833225.348,-2.845281424,28.57085005,74.84463595,80.80399579,0.102748864,1
3401494.38,-4.586335449,0.109906792,0.140855065,0.10761465,0.038685593,1
5920320.856,-1.655926602,0.294316556,0.512564516,0.46949488,0.048505426,0
3153255.736,0.279633908,0.032485685,0.036938944,0.035502003,0.025211047,0
971617.0994,2.401954281,0.380310975,0.647577349,0.668954589,0.040531448,1
1734662.282,8.376361209,0.033161803,0.2201149,0.345054724,0.048189851,1
667894.7047,-33.57054562,0.021332939,0.074375072,0.079768211,0.040302378,1
966259.4154,-8.646833859,4.020579753,16.88246439,17.36637887,0.146158929,1
919052.6747,2.814672893,0.129541132,0.933645115,1.065655981,0.097562133,1
1428229.585,2.711045453,0,0,0,0.135631359,1
3194909.137,12.78942443,0.088188361,0.163734544,0.160651767,0.025744546,1
4314432.088,-16.41947611,0.058978764,0.502149813,0.445539976,0.045605696,1
776592.2946,-8.120161867,0.299452759,0.479557173,0.378479643,0.056311438,1
1427620.372,1.582530538,0.023398632,0.123324499,0.170427329,0.021103756,1
424444.5885,1.999400184,0.12427285,0.850261903,1.26070773,0.048917338,1
1743769.866,-7.895903135,0.003711691,0.015236153,0.021307013,0.010238683,1
2113368.37,-7.518993207,4.832860347,14.2260008,15.44206234,0.038150914,1
2111131.963,1.804283379,10.75108456,52.0972535,58.51240899,0.082457863,1
727261.3409,-4.234434365,3.60054082,16.42521708,18.89962227,0.079192604,1
7190444.318,2.054265756,14.52285376,27.64586901,31.29776955,0.098553806,0
5218036.921,0.391166938,6.832432065,9.132405011,10.00458599,0.071706576,0
2317594.736,-14.21692499,32.4440557,36.08224766,39.85038246,0.056085207,1
1153993.133,5.470257262,0.077536062,0.285982916,0.322572099,0.069077249,1
2782762.501,23.50541355,0.04546184,0.169899464,0.166336829,0.051451035,1
949907.4416,37.92437913,80.72371662,139.8035847,159.5809807,0.077831879,0
2148273.752,-0.815311018,23.47550675,24.59434552,23.82444221,0.147924456,1
2509080.43,-0.588648154,18.05572822,18.72974445,16.67199494,0.114040703,1
1541660.108,-24.99917854,3.347362078,7.385301212,6.838672404,0.140154235,1
2097003.772,-125.3866134,0.020430385,0.031471557,0.03639179,0.021385548,1
689105.2773,-29.04699814,0.062348223,0.142754699,0.225394787,0.119832192,1
1240202512,-328.2063191,17.039436,31.13078788,35.42173324,0.50402086,1
7002241.705,36.27752012,1.279867371,2.814047883,2.216137969,0.10135878,1
929677.127,-1.531730162,145.8071317,113.9059819,102.3869951,0.257064441,1
1023497.107,0.269396494,4.752525916,3.600399721,3.217711391,0.076102833,1
1659327.162,-9.271196421,1.064912074,2.152658293,3.894486969,0.066323633,0
5920671.795,4.695179455,0.645238104,3.699169369,4.516514544,0.122691739,1
1817537.909,-5.349851151,2.415699999,3.671488902,3.186787121,0.07185843,1
3344202.59,4.875542094,14.87142533,17.39431339,17.6823291,0.108212547,0
1450941.92,-24.75143083,10.40859017,13.31888347,19.37659697,0.052172929,0
1435400.418,43.29610664,0.597300753,0.648659018,0.752211978,0.082091057,0
587988.103,6.047299015,0.086322031,0.166554289,0.15821971,0.045861825,1
1866420.697,2.436124673,3.421358052,11.89558506,11.84354042,0.121762057,1
1681416.62,-5.921132121,0.497904938,5.622502573,6.608942916,0.168025008,1
1904934.425,104.0217581,0.000849853,0.001908206,0.002325792,0.005606497,1
1239859.571,10.75175716,0.148499722,4.414266496,5.148229,0.098078388,1
2671250.405,-5.537039088,0.100013884,0.107129859,0.110101581,0.02233216,0
6375636.992,-3.910807616,3.182625285,4.785822788,5.05382249,0.082437541,0
1636425.847,-7.976247478,2.627033649,4.466955653,4.95547705,0.123727811,0
7768157.288,1.573655706,1.286251534,1.635756167,1.835490466,0.077616683,0
1519772.755,2.476250991,0.146713071,0.189557684,0.20299425,0.023717548,0
751085.5858,14.47972758,0.072835766,0.488823369,0.796602566,0.057305879,1
3074086.188,-2.911246211,0.382905319,2.132683288,2.807010714,0.131108333,1
1903038.397,-8.703791856,0.039382242,0.276530631,0.425873624,0.047613729,1
1580551.15,-0.248524887,2.901154121,39.71802968,54.62107452,0.402146141,1
1415894.021,27.2314295,0.098053562,0.909139694,1.090057688,0.103028894,1
1264010.961,-1.831087193,0.032862105,0.100505157,0.09551076,0.060797742,1
1478946.378,-5.628168682,1.130154141,1.974900014,1.872964921,0.080811554,1
988224.6617,6.799955668,0.029721938,0.03151676,0.040049195,0.027943598,0
1766387.337,-5.46770312,0.070776063,0.131770713,0.117485208,0.030393333,0
815510.4338,16.34091247,0.058823825,0.103951776,0.080844251,0.046983877,1
1965590356,108.9262713,0.891884025,1.186758256,1.03924358,0.100054912,1
1635852.726,13.3296692,0.637338143,1.54437477,1.812777491,0.020349475,1
2016356.934,2.778290209,0.017619101,0.065779492,0.109567617,0.086635576,1
1180733.257,69.50204894,0.013353134,0.061829533,0.103480193,0.051718338,1
3058822.799,-0.63982632,29.18591973,41.06728019,30.01883202,0.113511397,1
1351165.336,9.465346497,22.3300381,86.13331003,102.0793196,0.065388976,1
2031658.401,-1.883536812,0,0,0,0.077548127,1
4468495.483,1.061798789,2.847003654,6.547176244,6.144273272,0.035175306,1
1803679.489,8.494830429,0.228579582,0.708727667,0.946198849,0.08731008,1
2142302.547,-46.23239675,0.006679062,0.013696669,0.013053148,0.045073193,1
2062802.72,-6.784194098,0.36149664,0.603081891,0.593298602,0.05115376,1
3183690.357,-9.616083122,4.147839178,7.287775441,7.118143636,0.234392284,1
1523848.06,-20.52838596,2.70899227,5.367626218,4.426221556,0.232614398,1
1905316.189,0.791317467,3.923639489,9.290956344,12.92511636,0.09986866,1
1949243.165,-0.782326768,2.384794684,6.412039358,9.2371721,0.145894658,1
8520571.131,-1.976593788,10.87924432,13.88584014,13.36807995,0.086434934,0
1532415.711,1.798553374,2.474912341,6.085862814,6.383665136,0.084261184,1
1935013.533,59.08257387,0.216584296,0.444360028,0.550396634,0.106336,1
1611882.197,-0.606454024,6.388332591,20.48867807,22.10392058,0.107674685,1
1963067.846,-0.095799207,197.4327143,360.2988532,368.7669225,0.144999224,1
7468457.162,0.185184672,1.586999287,2.859709076,3.511939765,0.072280973,0
2732096.051,-3.345113885,7.158244752,17.03807486,14.81960965,0.093937375,1
1468556.926,7.150213375,13.12097534,45.32648157,40.74835882,0.217366169,1
3451706.998,10.12461005,0.182795847,0.490532152,0.654947965,0.097651497,1
1490678.586,-4.423915873,2.600012485,9.272542869,10.00489262,0.136867385,1
2679281.77,2.564693222,8.545668964,19.75820642,21.60098722,0.10632104,0
2594372.514,0.277462444,97.62050239,259.3119077,291.8645443,0.357349463,0
6554709.077,0.318385161,3.057651879,5.872138696,6.791430568,0.203808562,0
1856576.772,-24.26579855,3.481109804,22.65019591,32.89742334,0.108444737,0
4280558.825,3.419719574,10.17742634,28.03340801,36.55909135,0.134224678,1
4325470.329,1.60220323,0.553964498,0.843170678,0.825049114,0.082417519,1
2064843.851,2.441068334,13.90453476,22.8148797,27.00888545,0.06980275,0
6400996.017,4.676072741,4.483698398,6.766240879,7.011424305,0.112460829,0
1825747.382,-4.637486225,0.814803237,3.204642775,3.765589877,0.066624488,1
2995347.883,12.71487296,0.013702824,0.043911267,0.047382238,0.035486559,0
1908339.724,139.6303671,0.0270779,0.088319077,0.085484292,0.05015625,1
2095912.337,24.13029046,0.306197142,1.335083654,1.64013902,0.066378529,1
2207993.034,58.66013815,0.285380936,0.723189491,0.763378614,0.06763291,1
9218160.838,-103.2197443,0.012553221,0.039568374,0.04647747,0.026542123,1
8851590.231,18.98067417,0.011873332,0.026765138,0.030204103,0.030866504,1
2122033.371,-4.05271225,0.085099412,0.151668197,0.128115219,0.051276026,1
1464104.891,24.75941625,0.192412871,1.508970559,1.648983038,0.070914067,1
2498375.255,0.002042438,10.48372855,79.59324625,95.02621969,0.191379912,1
659685.3821,6.665277235,0.013632893,0.033163525,0.037467553,0.014332803,1
8519686.703,0.771279773,0.904939823,1.754619976,1.93146346,0.053787053,0
2309227.88,-0.138985119,10.49458185,21.90740585,23.23901977,0.118413596,1
1131053.962,-1.671622413,9.865389514,18.70883729,11.60642315,0.148920898,1
1448781.572,0.149536866,22.186682,48.30842652,51.96004585,0.188590058,1
1480290.932,0.273021132,11.61597673,25.03865258,26.63269211,0.171151351,1
1112759593,-75.09467257,195.8301988,374.4343936,439.6550203,0.408978809,1
2725411.318,0.925199173,0.370957425,0.388941173,0.379112391,0.046135897,0
722989.3603,-21.57968491,6.571023046,8.969521625,7.948938995,0.045120721,1
551115.4331,0.21817685,20.30609814,38.53955905,44.83764252,0.057777315,1
2969035.824,78.73319007,0.013917844,0.167645513,0.191918619,0.047114158,1
1005333.069,8.464173574,0.030001995,0.068723,0.06376489,0.107014865,1
3653772.166,-7.488119044,0.004370899,0.007953091,0.007786309,0.026569751,1
1890081.153,-4.285618732,0.027237754,0.274743761,0.31933796,0.036537088,0
7863829.496,-0.371678133,0.083388921,0.323742848,0.423829901,0.031428255,1
2392835.271,-1.905807843,0.196764951,0.489279224,0.439156533,0.063593681,1
2181607.111,0.656597119,136.7336352,311.5549915,316.6735631,0.596447356,1
5643925.019,0.356532236,16.52238638,34.45145606,36.32564016,0.171228202,1
4626244.957,-0.527644272,56.0399102,97.93118818,102.8578817,0.223986977,1
1310975.27,38.66859547,0.574850199,1.592805811,1.759728887,0.089051383,1
1404212.843,-22.32231261,1.284027206,1.614486807,2.040849967,0.064674788,0
1672431.128,-6.320535179,0.008238172,0.021184362,0.02193352,0.0138761,1
1479768.629,2.550890079,2.093768028,5.72202828,6.675681779,0.096186998,1
663190.4419,1.25107375,18.35867107,82.25361099,90.82815834,0.117611333,1
2323018.321,-2.638070194,0.668057789,0.923745853,0.89465078,0.107738906,0
804762.1637,-2.295210658,3.043720423,5.106578027,6.039572274,0.160465972,1
3616181.956,-15.44958919,0.039928129,0.669546946,0.874034399,0.027429892,1
1215177522,306.368319,6.029517327,25.13391112,33.98049568,0.506354303,1
6004646.029,1.124433844,0.397946559,2.199784843,2.638134168,0.209402902,1
8255245.125,0.985601629,0.234189673,1.371265343,1.601958745,0.140545672,1
479214.1025,0.090564046,0.011917997,0.031470885,0.032731253,0.021159598,0
2571687.669,3.076080186,0.016380264,0.101024516,0.163454595,0.048959611,0
921845168.1,-58.10292812,3.558283939,7.852308335,11.40953955,0.412274952,0
4127271.399,2.355994828,0.405181339,0.972961591,0.761373976,0.098808534,1
1661457.076,6.470047022,0.284993718,0.660650189,0.759803282,0.021170378,0
2322555.262,-7.341457094,0.579389707,0.8352006,0.884458224,0.068468053,1
2330508.79,-3.815487346,10.15223812,45.31879532,50.19241559,0.081585667,1
1880869.473,3.021001831,12.648341,54.62678598,60.07393374,0.09385234,0
1943514.054,9.413863287,3.000266388,4.389190078,4.609765178,0.079879395,0
1053560.239,1.537375307,2.311512685,5.259952435,5.146832134,0.074659494,1
1131156.782,-0.138677287,12.57298527,39.9394491,46.48326272,0.062226441,1
3188592.967,-24.54244784,0.006625375,0.012961701,0.014961831,0.018301424,1
5037665.308,-20.24683025,5.61838997,29.631761,41.47445552,0.163212759,1
3655864.377,3.476226426,4.157062365,24.66829876,35.82380865,0.097627297,1
964932.7455,-82.46611797,0.008004294,0.02054994,0.024186885,0.026472684,0
461548.3929,-10.28493688,1.329857031,3.957941381,4.456091148,0.077711624,1
4415180.946,-3.092047352,0.035814668,0.197905976,0.225615573,0.053635203,1
2701612.819,-4.22942337,2.756276163,4.915709063,5.018378934,0.11086782,1
1369316.882,-21.83040481,0.013570148,0.028473346,0.03101345,0.033781809,1
2681746.596,6.262761895,9.142447362,19.65514845,16.80241324,0.183061523,1
1162191.472,-0.066096261,74.81310431,137.2751045,112.5552803,0.186396531,1
976143.4823,1.107126932,108.6309877,207.5308901,163.9417905,0.122158553,1
4088197.646,9.029926913,0.284094245,0.388207976,0.415114833,0.058949761,0
526755.4112,-4.14998522,8.758347725,10.90199608,10.15541221,0.11812872,1
8687983.82,13.15438092,0.474206294,1.299178922,1.699975203,0.040086232,1
1749895.286,6.963198054,0.046388217,0.137726908,0.137625134,0.061386474,0
2919723.837,3.940540303,4.448736127,34.59067588,47.32804351,0.157686112,1
1890938.469,15.22396839,6.384163874,6.61768241,6.796870511,0.062480553,0
577624.0647,15.48671163,0.144516922,0.223343848,0.246322818,0.036578092,0
1097888.441,-4.820330662,0.126521499,0.287769059,0.347581808,0.06160077,1
1220588.003,3.739587134,0.073722902,0.123867241,0.148057257,0.028147165,1
1148084.15,-7.773694432,1.224538008,3.62941196,4.79083462,0.063724876,1
258998.0322,-9.581420032,3.353911696,10.08830915,13.62974882,0.128118297,1
2740333.366,14.28771393,0.615519676,1.717723201,2.481348302,0.079951585,1
694371.3175,-0.581081029,18.06233103,44.77767612,46.35975488,0.169557455,1
828289.4511,15.13933674,1.651133053,4.262139782,3.69745641,0.158374093,0
716857.098,16.74050791,0.007491775,0.026705833,0.025643912,0.008621469,0
2090760.176,0.193685701,17.16120172,93.91436806,208.2305075,0.19050514,0
1049019.385,4.479070652,0.045236987,0.149867492,0.19527337,0.08505156,1
1203148.232,54.82282698,0.429851432,5.803092036,8.384958188,0.058746537,1
1492881.699,11.66924223,14.95314578,34.721173,38.03841228,0.071642667,1
2294336.58,-6.496976976,14.79393941,33.85054934,38.42881687,0.209520138,1
2029139.415,5.715351623,8.5282345,12.80791988,15.49616133,0.090459608,0
1098569.781,3.181783645,2.098164205,8.947890632,11.85427464,0.074954114,1
1871375.791,4.947476754,2.483021917,22.22001501,30.74248351,0.09860554,0
2228358.583,1.294195023,4.359876144,7.064171111,7.255824052,0.197244876,1
937338.5355,-3.702576825,21.04303725,53.41515356,58.64918383,0.409950904,1
2875981.481,-11.78490945,0.779471735,1.304999702,1.765675061,0.098857728,0
1255747.527,4.976325361,0.049688478,0.201002002,0.176571236,0.058386991,1
5028308.631,-2.828263564,0.109097272,0.539439721,0.539732336,0.057111626,1
1691879.103,-1.258038129,75.92102717,88.92864413,87.8156262,0.096096011,0
3035300.169,1.244400576,108.13371,127.9720393,127.1408415,0.138700753,0
5391454.415,-4.354946315,5.604245798,16.32697593,22.43217049,0.144832,0
1464445.319,5.550162583,286.6750363,393.4018652,523.2184552,0.39601812,0
2612251.324,-4.401942275,0.317584998,0.625047867,0.572737852,0.096875519,1
3971641.359,-0.096138402,14.28279094,43.01651953,58.00685593,0.373290667,1
1982366.805,2.01454348,2.166065149,3.41489551,3.748755548,0.140820635,1
1171730.733,-12.89303105,0.024873951,0.035051877,0.036954639,0.025499642,0
764271.0566,-2.505773652,15.50216986,30.47590146,37.01875309,0.249631801,0
3611035.956,-0.476949579,6.523117747,11.32808422,13.27216947,0.111299819,1
1951766.81,-1.610445761,3.372991688,6.675049625,5.842688192,0.210504193,1
2797607.424,29.74853829,0.501512452,2.383756464,2.584185534,0.164514069,1
2744789.626,1.800515341,6.465402642,13.66576927,13.01948746,0.276204459,1
776049.6802,-13.23592097,0.210277506,0.437707288,0.437954086,0.131172023,0
1275568.805,-4.150485194,0.833254537,2.240570097,2.536390725,0.072711347,1
689167.7616,0.948648249,0,0,0,0.127073308,0
923673.918,-0.229976466,6.641950498,15.72795553,17.32803117,0.149346527,1
1586497.313,0.285029802,11.29307648,25.86150337,24.85719344,0.112752781,1
1099001.24,-0.309731166,2.539497497,5.073628976,5.463259349,0.221596272,1
1615899.918,-1.284696537,5.740655694,13.49539856,12.6905399,0.158175883,1
2189756.499,1.359190826,0.076592206,0.330919024,0.347169764,0.033804486,1
1177383.759,-15.19490094,0.067013686,0.157726093,0.170595127,0.034841751,1
1166461.09,-0.102381989,0.151232138,0.325725489,0.343367295,0.046944137,1
1114099.855,24.60363652,0.205148572,0.599140704,1.065943761,0.046695402,0
1979014.528,21.86319759,0.031945173,0.046604203,0.049667994,0.028824977,1
3078122.16,6.120916565,0.038456654,0.063611325,0.070835358,0.074490445,1
1038232.907,3.444286877,0.316304664,0.969815424,0.918647245,0.105899676,0
2158173.686,8.867248737,0.173269611,0.243649772,0.213882456,0.036346398,0
2696510.614,8.421790914,13.41327296,24.53632881,28.39976536,0.076971709,0
2513180.355,5.929832424,68.84116172,250.4415105,440.1769308,0.174050457,0
2600569.062,-10.22746114,6.094254339,15.71549931,18.23252173,0.145134359,1
2946346.103,1.693580474,8.608477761,28.02717194,31.12607644,0.25035273,1
7348465.71,-0.347045201,6.77943962,13.37955806,15.54420054,0.113306468,0
1380209.161,-44.1329558,0.180794662,0.481678239,0.67057611,0.093976125,1
6961357.752,-4.489926933,1.081157565,1.866966444,1.994922607,0.073824244,1
1011150.007,-11.81879537,2.216020291,6.977876979,6.01276632,0.089913061,1
1031041.634,23.1337454,27.76931343,62.49287432,77.14317438,0.085184084,1
5668577.484,4.519808292,4.670403241,13.84956456,14.99175195,0.142226994,1
1688603.268,-13.89161971,0.007410479,0.016346061,0.020796226,0.04606304,1
3168456.117,-15.6241688,0.130030759,0.365906163,0.384083695,0.129900411,1
1019419.618,-14.52193671,5.652978643,13.58991017,17.47560989,0.088951564,0
3539378.544,1.520703286,8.73335348,12.22530049,12.61881076,0.175570945,1
6288051.422,-0.30795205,1.803685796,6.317215446,9.246271103,0.120350263,1
1880682.19,-9.635940555,5.525005767,20.87943821,27.33256034,0.120787833,1
1606862.656,3.181351083,0.372373347,3.969205329,4.265646779,0.160233403,1
872103821.6,349.6780907,4.289989493,7.959725426,9.853431299,0.560023225,1
561668.0972,-0.018456837,19.2827218,63.3259315,72.32077373,0.224990341,1
4256938.301,-6.884350683,0.417872509,0.742258369,0.68078931,0.054922114,1
3617369.644,-1.3702901,1.442535758,2.133780063,1.560891392,0.088676562,1
1676690.976,-3.656811943,2.832500663,9.778567468,9.823938959,0.130425326,1
1764130.755,-2.661566029,15.20349599,43.72960984,44.66572734,0.11507545,0
1257834.866,-8.252021395,0.233371873,0.273282942,0.262167434,0.058824967,1
1796802.037,-3.754973044,154.1385184,348.5541216,310.5826813,0.291221791,1
3247700.937,5.043925376,57.18252908,137.9081133,151.4113819,0.109607388,0
3031773.675,9.262148008,56.60290386,83.67310043,104.7377506,0.104252021,1
2703122.43,-0.574630219,14.6754501,23.86614013,25.65941969,0.312971839,1
2841856.902,3.317753595,5.8331269,29.12849481,41.75559601,0.200229534,1
841280.7955,-1.695274575,2.735894108,4.082701557,4.810491294,0.171059122,1
1432487.117,0.403439407,3.813258417,9.141381852,11.27817054,0.391961505,1
1093635.516,0.766009432,14.98130316,18.47805561,18.48997836,0.24595921,1
2286198.774,1.432640289,1.744857156,6.631345291,7.487249172,0.127245066,1
2922452.648,-2.838233034,86.44103413,166.6485252,157.4809823,0.119983116,1
1619329.625,-4.755278943,6.043469516,7.589103049,6.774633842,0.128174621,1
5129856.87,-5.178023944,0.971701896,3.555325528,4.576226311,0.163609206,1
2500585.444,12.26712983,0.318353554,2.497594337,2.816198432,0.08777852,1
2101391.76,-11.03779428,23.69053715,56.75616424,56.46986115,0.327430914,1
931050.1511,-8.698727892,3.754476426,5.982313414,5.693789386,0.117557552,1
855884.7619,11.28700055,2.596864111,4.202706316,5.068575662,0.071126975,0
1367914.264,52.86486588,0.251365566,0.429745937,0.536443113,0.076165721,0
1535373.743,3.022123785,0.447771431,0.77414739,0.90574107,0.067289739,1
4464698.775,5.953588087,0.143259216,0.241180574,0.254136057,0.057813203,1
2891086.22,3.55476349,5.90107547,9.149210902,12.06146452,0.09810096,1
1122902929,521.30902,1.469819919,3.253110412,4.452862052,0.17498235,1
869108.8133,12.36832885,1.425519398,2.392402164,2.689240057,0.066319454,1
3225309.896,1.895188076,1.597769008,3.510370215,3.749979483,0.092656127,1
2434926.471,-4.425978182,1.030161634,2.514174503,2.405551757,0.062574142,1
1346507.323,0.551013468,1.101517303,2.668420342,2.17965815,0.081263974,1
1688675.666,-75.02300957,1.69377003,3.378328038,3.13628084,0.073418997,1
1605946.536,1.179746506,0.338094044,0.636902929,0.608727607,0.109251701,1
1707697.398,-1.832284791,3.571113071,5.985809995,4.90676189,0.157358206,1
3689258.917,1.78915472,10.75168812,64.25108545,64.21570805,0.11231946,1
4877732.693,-0.115901231,547.5367295,670.7068279,695.6730834,0.241295218,0
5213072.727,0.376690176,17.50006012,14.55348264,13.79922731,0.096178082,0
5274056.7,-0.272878927,137.0191073,152.1983755,154.6454721,0.178341947,0
2503329.791,0.41958262,0,0,0,0.227379477,1
1858445.314,-3.712855847,0.835212198,2.548158351,2.018669241,0.07654811,1
2172100.515,11.73427379,2.730114447,9.201091931,6.744115579,0.089938657,1
1452228.99,-0.728935742,0.252296172,0.570852756,0.525684019,0.122014693,1
1191252.533,-8.393380468,8.343633243,17.39370336,17.66893242,0.095996554,1
803579.6486,-1.036465711,4.32530566,7.317356414,7.013018982,0.21115497,1
3488905.993,-4.23967792,0.269853421,0.253688378,0.305181841,0.072918621,1
2474323.243,6.075555035,0.236868974,0.23967115,0.253629556,0.059420444,1
1598953.693,3.535222625,9.018968678,20.69681536,17.93748554,0.144149389,1
2440084.499,0.179265764,0.79968163,2.437261056,2.157148739,0.117481421,1
1520665.692,-1.576972345,33.07724198,125.3438199,122.0168409,0.142881993,1
788963.7516,-0.313994202,164.011332,633.8095293,628.9916613,0.21413185,1
3107963.844,-0.619204018,10.10856977,23.31720586,21.17324755,0.101670454,1
634417.5674,8.495809021,0.305658631,5.095343452,7.093944537,0.116689897,1
1474286.323,15.5413107,0.143191789,0.749591697,0.606296152,0.1223904,1
783066.1335,-0.713700283,19.72887454,39.149342,63.40117834,0.16703005,0
2008880.198,-0.309777135,11.21188497,22.96929239,27.32184483,0.223597247,1
3725350.032,-6.830360235,1.807061599,4.536285538,5.623068331,0.104665451,1
903294991.7,-26.07997926,98.34733463,106.6385262,133.8753396,0.487700928,0
4521827.717,-1.814884555,16.48205658,32.54628375,39.05411787,0.170291591,1
2596796.209,1.98284121,2.255368496,3.811380636,3.978431882,0.095344481,1
3293189.082,1.280290042,2.590728198,3.053149935,2.809604746,0.081870369,1
1636384.617,0.591852072,27.17976964,117.4282009,136.8009824,0.142749,1
1015395.75,0.224492888,38.19791073,128.735011,127.2297119,0.704363657,1
1909693.79,-6.309399901,28.54289418,40.62218507,41.21151138,0.085158575,1
1044567.568,-12.24084329,0.097166109,0.192980619,0.2344614,0.076257272,1
1115777232,-938.1975907,18.34438119,33.07718743,49.51277827,0.489814956,1
1924963.315,-7.264825144,0.026083926,0.073691625,0.077745877,0.033967194,1
2717219.705,-8.87558099,0.020308638,0.038656989,0.050520424,0.040702682,1
844542.6517,-4.630144674,2.640020605,11.44760226,14.7949463,0.096151629,1
3597057.195,22.63791776,0.020716958,0.042194222,0.119517282,0.070370247,0
4831871.433,-8.171101909,0.132968874,0.177657397,0.277962966,0.097810711,0
2560205.206,-1.105340208,0.361152641,1.837835187,1.804456992,0.088585434,0
1127576.939,0.702444341,17.32608643,38.38905076,43.27546474,0.115993152,1
641344.2955,-9.012277877,19.01352019,26.87041054,24.71196857,0.274554862,1
1927252.506,-0.649853948,2.929494768,6.046572689,6.603397345,0.124664162,1
1408234.247,-4.464299751,0.123380242,0.539433918,0.511048316,0.030019435,1
2346052.477,24.33026132,0.004588001,0.01336335,0.019809917,0.022912675,0
2692663.968,13.58503427,3.128748463,32.25079341,35.34865674,0.134547715,1
2776312.341,-2.834448441,53.62449198,140.5575495,170.2639762,0.134968061,1
761914.96,-7.517184638,99.30808991,280.7582031,322.485548,0.275074126,1
655302.332,1.868864083,1.381823512,3.072251351,2.426440963,0.18632192,0
2716238.412,-2.68357512,0.167118363,0.319178197,0.336469874,0.085873736,1
4643201.412,3.667292695,2.010084948,3.882431204,4.009466645,0.153939674,1
2543349.524,-41.02903511,0.011130552,0.051067725,0.052256548,0.017166667,1
1094940.191,-12.5338251,0.081796916,0.476533481,0.777843973,0.038774433,1
2840006.844,0.387775135,0.880890558,1.267306398,1.354616772,0.081277965,1
1755262.626,1.321321907,49.35774955,124.4388608,168.3601392,0.259864,1
1529632.515,2.026016012,7.471772945,11.91568706,13.24803482,0.191837348,0
1956761.144,-14.35791055,0.035236,0.058806873,0.063006316,0.027059451,0
964087.4128,0.589382162,0.003441081,0.021522629,0.027377829,0.021365729,1
1790305.069,-0.445946472,5.891360297,14.07299379,12.33367578,0.203596091,1
3978695.9,-10.6660239,27.56737412,33.76541727,33.60454682,0.076741874,1
1812317.044,1.897558639,0.14758778,0.460080002,0.461008065,0.053921221,1
2878919.165,-0.926060584,0.59410895,1.320018575,1.416044633,0.238538576,1
1599157.745,84.22883974,0.044114191,0.106005827,0.094964884,0.028250558,1
1557896.087,-6.534440723,0.111069328,0.321031028,0.292893117,0.033044168,1
2242518.055,11.49344235,0.149322305,0.399226776,0.529255266,0.079560471,1
1183260.794,15.27833453,0.198359421,0.864383229,0.890366014,0.03665078,1
4233184.426,11.05728364,0.819470593,1.147315803,0.913594274,0.123161976,1
1784936.786,-6.727325,0.31496182,1.674450573,2.05407911,0.153776167,1
1929287.619,-9.105980922,0.254779247,0.891402973,1.034144211,0.129395805,1
2216814.841,-0.824244977,16.33598883,60.57516616,80.00570337,0.181371129,1
2951184.689,-0.489235107,40.74791554,67.16091661,64.40410074,0.113155759,1
1914582.931,-7.152365379,29.78257379,36.31891006,31.44903793,0.119007759,1
1442223.79,-0.150256032,4.051569314,5.088294709,5.406245237,0.090656566,1
1734501.081,-56.18185319,0.000482589,0.002429897,0.002101656,0.011546423,1
2275189.255,0.60649184,7.364550529,11.52440462,12.65692511,0.466386719,1
1844299.186,-9.0091671,1.096616848,1.611901214,1.792336655,0.130170193,1
2917316.011,-3.672071057,88.61227016,116.0685303,114.7561509,0.203470337,1
5590033.078,-0.672318344,62.82063452,114.7070464,99.55031529,0.103900021,1
2364674.785,-6.91665046,17.13360497,32.64981079,28.81585871,0.114211556,1
828410.8832,1.96915838,11.75974779,27.54612041,29.97685687,0.267790392,1
1284195.165,-2.154535401,0.011877427,0.03149578,0.039323473,0.012814801,1
650612.7347,6.359427593,0.417332781,0.634762391,0.768868182,0.05945544,0
8299260.636,1.515402402,1.434670291,1.967534546,2.167635233,0.046473084,0
1201604.754,-5.915673725,0.068474099,0.130529174,0.140738567,0.029210862,0
